Nome da campanha,Dia,Status de veiculação,Nível de veiculação,Nome da conta,Identificação da conta,Valor usado (BRL),Impressões,Alcance,Cliques no link,CPC (custo por clique no link),Tipo de resultado,Resultados,Custo por resultado,Início dos relatórios,Encerramento dos relatórios
[JUL][N]_Card_Ofertas,2026-07-29,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,23.45,2375,2021,14,1.675,Conversas por mensagem iniciadas,3,781.666.667,2026-07-29,2026-07-29
[JUL][SN]_Card_Condições,2026-07-29,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,5.76,453,435,5,1.152,,,,2026-07-29,2026-07-29
[JUL][SN]_Carrossel_Ofertas,2026-07-28,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,0,0,0,,,Conversas por mensagem iniciadas,1,0,2026-07-28,2026-07-28
[JUL][N]_Card_Ofertas,2026-07-26,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,0,0,0,,,Conversas por mensagem iniciadas,1,0,2026-07-26,2026-07-26
[JUL][N]_Card_Ofertas,2026-07-24,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,0,0,0,,,Conversas por mensagem iniciadas,1,0,2026-07-24,2026-07-24
[JUL][N]_Vt_Condição_Ranger/Territory,2026-07-23,inactive,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,16.75,703,601,3,558.333.333,,,,2026-07-23,2026-07-23
[JUL][SN]_Card_Condições,2026-07-23,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,16.88,431,352,7,241.142.857,Conversas por mensagem iniciadas,3,562.666.667,2026-07-23,2026-07-23
[JUL][N]_Card_Ofertas,2026-07-23,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,97.82,8194,5025,46,212.652.174,Conversas por mensagem iniciadas,3,3.260.666.667,2026-07-23,2026-07-23
[JUL][SN]_Carrossel_Ofertas,2026-07-23,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,24.14,1383,1024,19,127.052.632,Conversas por mensagem iniciadas,1,24.14,2026-07-23,2026-07-23
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-23,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,5.14,327,306,2,2.57,Conversas por mensagem iniciadas,1,5.14,2026-07-23,2026-07-23
[JUL][N/SN]_Vídeo_Showroom,2026-07-23,inactive,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,09.02,573,484,1,09.02,,,,2026-07-23,2026-07-23
[JUL][N/SN]_Vídeo/cCard_AceleraRioMafra,2026-07-23,inactive,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,18.41,1032,778,5,3.682,Conversas por mensagem iniciadas,3,613.666.667,2026-07-23,2026-07-23
[JUL][N/SN]_Vídeo/cCard_AceleraRioMafra,2026-07-22,inactive,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,40.73,2381,1418,16,2.545.625,Conversas por mensagem iniciadas,7,581.857.143,2026-07-22,2026-07-22
[JUL][N/SN]_Vídeo_Showroom,2026-07-22,inactive,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,21.77,1410,998,6,362.833.333,Conversas por mensagem iniciadas,1,21.77,2026-07-22,2026-07-22
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-22,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,9.95,774,692,5,1.99,,,,2026-07-22,2026-07-22
[JUL][N]_Vt_Condição_Ranger/Territory,2026-07-22,inactive,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,32.99,1633,1251,12,274.916.667,,,,2026-07-22,2026-07-22
[JUL][SN]_Carrossel_Ofertas,2026-07-22,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,54.53,3858,2451,58,94.017.241,Conversas por mensagem iniciadas,4,136.325,2026-07-22,2026-07-22
[JUL][N]_Card_Ofertas,2026-07-22,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,222.11,22689,10985,145,15.317.931,Conversas por mensagem iniciadas,7,31.73,2026-07-22,2026-07-22
[JUL][SN]_Card_Condições,2026-07-22,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,34.86,1096,776,6,5.81,Conversas por mensagem iniciadas,3,11.62,2026-07-22,2026-07-22
[JUL][SN]_Carrossel_Ofertas,2026-07-21,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,57.15,4174,2592,52,109.903.846,Conversas por mensagem iniciadas,4,142.875,2026-07-21,2026-07-21
[JUL][SN]_Card_Condições,2026-07-21,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,33.4,1119,840,5,6.68,Conversas por mensagem iniciadas,3,1.113.333.333,2026-07-21,2026-07-21
[JUL][N]_Card_Ofertas,2026-07-21,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,226.72,23432,11920,122,185.836.066,Conversas por mensagem iniciadas,3,7.557.333.333,2026-07-21,2026-07-21
[JUL][N]_Vt_Condição_Ranger/Territory,2026-07-21,inactive,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,34.6,1642,1221,15,230.666.667,Conversas por mensagem iniciadas,1,34.6,2026-07-21,2026-07-21
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-21,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,11.84,849,803,1,11.84,,,,2026-07-21,2026-07-21
[JUL][N/SN]_Vídeo_Showroom,2026-07-21,inactive,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,24.42,1380,985,8,3.0525,Conversas por mensagem iniciadas,4,6.105,2026-07-21,2026-07-21
[JUL][N/SN]_Vídeo/cCard_AceleraRioMafra,2026-07-21,inactive,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,24.43,1232,861,7,3.49,Conversas por mensagem iniciadas,6,407.166.667,2026-07-21,2026-07-21
[JUL][N/SN]_Vídeo_Showroom,2026-07-20,inactive,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,21.13,1411,1010,6,352.166.667,Conversas por mensagem iniciadas,3,704.333.333,2026-07-20,2026-07-20
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-20,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,09.06,869,826,4,2.265,,,,2026-07-20,2026-07-20
[JUL][N]_Vt_Condição_Ranger/Territory,2026-07-20,inactive,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,32.61,2027,1554,21,155.285.714,Conversas por mensagem iniciadas,1,32.61,2026-07-20,2026-07-20
[JUL][SN]_Carrossel_Ofertas,2026-07-20,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,50.11,3956,2465,64,78.296.875,Conversas por mensagem iniciadas,3,1.670.333.333,2026-07-20,2026-07-20
[JUL][N]_Card_Ofertas,2026-07-20,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,198.67,22077,11056,108,183.953.704,Conversas por mensagem iniciadas,5,39.734,2026-07-20,2026-07-20
[JUL][SN]_Card_Condições,2026-07-20,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,26.13,1117,825,7,373.285.714,Conversas por mensagem iniciadas,2,13.065,2026-07-20,2026-07-20
[JUL][N]_Card_Ofertas,2026-07-19,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,206.04,25035,12158,150,1.3736,Conversas por mensagem iniciadas,2,103.02,2026-07-19,2026-07-19
[JUL][N/SN]_Vídeo_Showroom,2026-07-19,inactive,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,17.54,1601,1136,6,292.333.333,Conversas por mensagem iniciadas,1,17.54,2026-07-19,2026-07-19
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-19,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,10.11,825,749,6,1.685,Conversas por mensagem iniciadas,1,10.11,2026-07-19,2026-07-19
[JUL][N]_Vt_Condição_Ranger/Territory,2026-07-19,inactive,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,32.34,2267,1637,17,190.235.294,,,,2026-07-19,2026-07-19
[JUL][SN]_Carrossel_Ofertas,2026-07-19,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,49.39,3942,2513,60,82.316.667,Conversas por mensagem iniciadas,4,12.3475,2026-07-19,2026-07-19
[JUL][SN]_Card_Condições,2026-07-19,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,26.2,1352,1019,7,374.285.714,Conversas por mensagem iniciadas,2,13.1,2026-07-19,2026-07-19
[JUL][N/SN]_Vídeo_Showroom,2026-07-18,inactive,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,20.37,1428,969,5,4.074,Conversas por mensagem iniciadas,1,20.37,2026-07-18,2026-07-18
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-18,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,15.28,1106,1026,5,3.056,Conversas por mensagem iniciadas,2,7.64,2026-07-18,2026-07-18
[JUL][N]_Vt_Condição_Ranger/Territory,2026-07-18,inactive,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,41.15,2323,1799,11,374.090.909,Conversas por mensagem iniciadas,1,41.15,2026-07-18,2026-07-18
[JUL][SN]_Carrossel_Ofertas,2026-07-18,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,36.11,2559,1643,50,7.222,Conversas por mensagem iniciadas,4,9.0275,2026-07-18,2026-07-18
[JUL][N]_Card_Ofertas,2026-07-18,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,165.54,15603,8712,72,229.916.667,Conversas por mensagem iniciadas,3,55.18,2026-07-18,2026-07-18
[JUL][SN]_Card_Condições,2026-07-18,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,14.89,926,759,5,2.978,Conversas por mensagem iniciadas,1,14.89,2026-07-18,2026-07-18
[JUL][N/SN]_Vídeo_Showroom,2026-07-17,inactive,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,21.87,1384,972,8,273.375,Conversas por mensagem iniciadas,4,5.4675,2026-07-17,2026-07-17
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-17,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,8.58,634,591,2,4.29,,,,2026-07-17,2026-07-17
[JUL][N]_Vt_Condição_Ranger/Territory,2026-07-17,inactive,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,34.2,1434,1000,13,263.076.923,Conversas por mensagem iniciadas,1,34.2,2026-07-17,2026-07-17
[JUL][SN]_Carrossel_Ofertas,2026-07-17,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,36.21,2327,1507,40,90.525,Conversas por mensagem iniciadas,4,9.0525,2026-07-17,2026-07-17
[JUL][N]_Card_Ofertas,2026-07-17,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,182.55,17011,9988,117,156.025.641,Conversas por mensagem iniciadas,3,60.85,2026-07-17,2026-07-17
[JUL][SN]_Card_Condições,2026-07-17,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,25.49,1491,1108,11,231.727.273,Conversas por mensagem iniciadas,4,6.3725,2026-07-17,2026-07-17
[JUL][SN]_Carrossel_Ofertas,2026-07-16,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,50.15,3160,1977,40,125.375,Conversas por mensagem iniciadas,1,50.15,2026-07-16,2026-07-16
[JUL][SN]_Card_Condições,2026-07-16,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,35.75,1425,1056,10,3.575,Conversas por mensagem iniciadas,5,7.15,2026-07-16,2026-07-16
[JUL][N]_Card_Ofertas,2026-07-16,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,224.36,19331,10737,104,215.730.769,Conversas por mensagem iniciadas,3,7.478.666.667,2026-07-16,2026-07-16
[JUL][N/SN]_Vídeo_Showroom,2026-07-16,inactive,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,19.1,1102,757,14,136.428.571,Conversas por mensagem iniciadas,4,4.775,2026-07-16,2026-07-16
[JUL][N]_Vt_Condição_Ranger/Territory,2026-07-16,inactive,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,28.77,1178,852,10,2.877,,,,2026-07-16,2026-07-16
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-16,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,8.55,683,645,3,2.85,,,,2026-07-16,2026-07-16
[JUL][N/SN]_Vídeo_Showroom,2026-07-15,inactive,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,8.79,373,283,2,4.395,,,,2026-07-15,2026-07-15
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-15,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,8.28,712,642,4,02.07,,,,2026-07-15,2026-07-15
[JUL][N]_Vt_Condição_Ranger/Territory,2026-07-15,inactive,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,25.35,1696,1182,6,4.225,Conversas por mensagem iniciadas,1,25.35,2026-07-15,2026-07-15
[JUL][SN]_Carrossel_Ofertas,2026-07-15,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,67.25,4058,2428,47,143.085.106,Conversas por mensagem iniciadas,2,33.625,2026-07-15,2026-07-15
[JUL][N]_Card_Ofertas,2026-07-15,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,236.78,17700,9507,97,244.103.093,Conversas por mensagem iniciadas,3,7.892.666.667,2026-07-15,2026-07-15
[JUL][SN]_Card_Condições,2026-07-15,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,40.33,1482,1115,9,448.111.111,Conversas por mensagem iniciadas,2,20.165,2026-07-15,2026-07-15
[JUL][N]_Card_Ofertas,2026-07-14,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,171.19,10538,6409,43,398.116.279,Conversas por mensagem iniciadas,2,85.595,2026-07-14,2026-07-14
[JUL][SN]_Card_Condições,2026-07-14,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,41.68,1173,900,9,463.111.111,Conversas por mensagem iniciadas,4,10.42,2026-07-14,2026-07-14
[JUL][N]_Vt_Condição_Ranger/Territory,2026-07-14,inactive,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,28.06,1302,942,6,467.666.667,Conversas por mensagem iniciadas,1,28.06,2026-07-14,2026-07-14
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-14,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,02.04,183,171,,,,,,2026-07-14,2026-07-14
[JUL][SN]_Carrossel_Ofertas,2026-07-14,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,69.92,3914,2439,55,127.127.273,Conversas por mensagem iniciadas,5,13.984,2026-07-14,2026-07-14
[JUL][N]_Vt_Condição_Ranger/Territory,2026-07-13,inactive,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,0.17,3,2,,,,,,2026-07-13,2026-07-13
[JUL][SN]_Carrossel_Ofertas,2026-07-13,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,41.54,2206,1404,35,118.685.714,Conversas por mensagem iniciadas,1,41.54,2026-07-13,2026-07-13
[JUL][N]_Card_Ofertas,2026-07-13,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,126.8,7138,3891,46,275.652.174,Conversas por mensagem iniciadas,8,15.85,2026-07-13,2026-07-13
[JUL][SN]_Card_Condições,2026-07-13,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,26.42,952,695,6,440.333.333,,,,2026-07-13,2026-07-13
[JUL][SN]_Carrossel_Ofertas,2026-07-12,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,48.71,2690,1728,43,11.327.907,Conversas por mensagem iniciadas,2,24.355,2026-07-12,2026-07-12
[JUL][N]_Card_Ofertas,2026-07-12,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,136.12,7862,4212,43,31.655.814,Conversas por mensagem iniciadas,6,2.268.666.667,2026-07-12,2026-07-12
[JUL][SN]_Card_Condições,2026-07-12,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,25.44,1055,803,3,8.48,Conversas por mensagem iniciadas,1,25.44,2026-07-12,2026-07-12
[JUL][N]_Card_Ofertas,2026-07-11,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,157.92,12037,6853,77,205.090.909,Conversas por mensagem iniciadas,4,39.48,2026-07-11,2026-07-11
[JUL][SN]_Card_Condições,2026-07-11,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,29.98,1322,1053,9,333.111.111,,,,2026-07-11,2026-07-11
[JUL][SN]_Carrossel_Ofertas,2026-07-11,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,45.63,3578,2356,47,97.085.106,Conversas por mensagem iniciadas,1,45.63,2026-07-11,2026-07-11
[JUL][SN]_Carrossel_Ofertas,2026-07-10,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,47.43,2615,1698,49,96.795.918,Conversas por mensagem iniciadas,4,11.8575,2026-07-10,2026-07-10
[JUL][N]_Card_Ofertas,2026-07-10,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,137.09,7802,4133,40,342.725,Conversas por mensagem iniciadas,7,1.958.428.571,2026-07-10,2026-07-10
[JUL][SN]_Card_Condições,2026-07-10,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,26.63,970,762,5,5.326,Conversas por mensagem iniciadas,1,26.63,2026-07-10,2026-07-10
[JUL][SN]_Carrossel_Ofertas,2026-07-09,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,42.95,2503,1612,50,859,Conversas por mensagem iniciadas,1,42.95,2026-07-09,2026-07-09
[JUL][N]_Card_Ofertas,2026-07-09,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,138.41,7505,4027,59,23.459.322,Conversas por mensagem iniciadas,4,346.025,2026-07-09,2026-07-09
[JUL][SN]_Card_Condições,2026-07-09,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,28.61,1151,890,7,408.714.286,Conversas por mensagem iniciadas,1,28.61,2026-07-09,2026-07-09
[JUL][SN]_Carrossel_Ofertas,2026-07-08,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,47.47,2326,1450,38,124.921.053,Conversas por mensagem iniciadas,1,47.47,2026-07-08,2026-07-08
[JUL][N]_Card_Ofertas,2026-07-08,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,132.62,7822,4281,29,457.310.345,Conversas por mensagem iniciadas,2,66.31,2026-07-08,2026-07-08
[JUL][SN]_Card_Condições,2026-07-08,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,25.07,987,709,7,358.142.857,Conversas por mensagem iniciadas,1,25.07,2026-07-08,2026-07-08
[JUL][SN]_Card_Condições,2026-07-07,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,36.04,1591,1049,14,257.428.571,Conversas por mensagem iniciadas,3,1.201.333.333,2026-07-07,2026-07-07
[JUL][SN]_Carrossel_Ofertas,2026-07-07,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,40.49,1933,1284,33,12.269.697,Conversas por mensagem iniciadas,3,1.349.666.667,2026-07-07,2026-07-07
[JUL][N]_Card_Ofertas,2026-07-07,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,74.03,5564,3033,29,255.275.862,Conversas por mensagem iniciadas,1,74.03,2026-07-07,2026-07-07
[JUL][N]_Card_Ofertas,2026-07-06,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,30.93,2494,1664,11,281.181.818,Conversas por mensagem iniciadas,2,15.465,2026-07-06,2026-07-06
[JUL][SN]_Card_Condições,2026-07-06,active,campaign,AUTOPLUS [FORD] MAFRA,3401392603350599,19.56,915,714,3,6.52,Conversas por mensagem iniciadas,3,6.52,2026-07-06,2026-07-06
[JUL]_[N]_Vídeo_Ranger [individual],2026-07-31,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,1.78,163,155,2,0.89,Conversas por mensagem iniciadas,1,1.78,2026-07-31,2026-07-31
[JUL]_[N]_Vídeo_Ranger/Territory [individual],2026-07-31,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,5.5,307,239,,,,,,2026-07-31,2026-07-31
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-31,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,7.38,444,411,9,0.82,Conversas por mensagem iniciadas,1,7.38,2026-07-31,2026-07-31
[JUL]_[N]_Vt_Condição,2026-07-31,recently_completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,1.78,110,107,1,1.78,,,,2026-07-31,2026-07-31
[JUL]_[N]_Card_Oferta,2026-07-31,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,33.12,3056,1992,24,1.38,Conversas por mensagem iniciadas,4,8.28,2026-07-31,2026-07-31
[JUN]_[SN]_Carrossel_Oferta,2026-07-31,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,23.03,2684,1765,33,69.787.879,Conversas por mensagem iniciadas,2,11.515,2026-07-31,2026-07-31
[JUL]_[N]_Card_Oferta,2026-07-30,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,35.48,2896,1958,24,147.833.333,Conversas por mensagem iniciadas,4,8.87,2026-07-30,2026-07-30
[JUN]_[SN]_Carrossel_Oferta,2026-07-30,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,32.05,3101,1906,38,84.342.105,Conversas por mensagem iniciadas,4,8.0125,2026-07-30,2026-07-30
[JUL]_[N]_Vt_Condição,2026-07-30,recently_completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,3.64,172,163,3,121.333.333,,,,2026-07-30,2026-07-30
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-30,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,8.37,536,502,7,119.571.429,,,,2026-07-30,2026-07-30
[JUL]_[N]_Vídeo_Ranger/Territory [individual],2026-07-30,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,8.2,370,301,3,273.333.333,Conversas por mensagem iniciadas,1,8.2,2026-07-30,2026-07-30
[JUL]_[N]_Vídeo_Ranger [individual],2026-07-30,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,4.59,257,229,2,2.295,,,,2026-07-30,2026-07-30
[JUL]_[N]_Vídeo_Ranger [individual],2026-07-29,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,6.52,444,420,3,217.333.333,Conversas por mensagem iniciadas,1,6.52,2026-07-29,2026-07-29
[JUL]_[N]_Vídeo_Ranger/Territory [individual],2026-07-29,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,12.32,371,313,5,2.464,Conversas por mensagem iniciadas,2,6.16,2026-07-29,2026-07-29
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-29,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,10.55,752,717,11,95.909.091,Conversas por mensagem iniciadas,2,5.275,2026-07-29,2026-07-29
[JUL]_[N]_Vt_Condição,2026-07-29,recently_completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,6.46,224,213,5,1.292,Conversas por mensagem iniciadas,1,6.46,2026-07-29,2026-07-29
[JUL]_[N]_Card_Oferta,2026-07-29,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,45.74,4343,2935,36,127.055.556,Conversas por mensagem iniciadas,4,11.435,2026-07-29,2026-07-29
[JUN]_[SN]_Carrossel_Oferta,2026-07-29,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,37.95,4056,2706,62,61.209.677,Conversas por mensagem iniciadas,3,12.65,2026-07-29,2026-07-29
[JUL]_[N]_Vt_Condição,2026-07-28,recently_completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,8.11,283,257,4,2.0275,,,,2026-07-28,2026-07-28
[JUN]_[SN]_Carrossel_Oferta,2026-07-28,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,41.16,4093,2679,54,76.222.222,Conversas por mensagem iniciadas,2,20.58,2026-07-28,2026-07-28
[JUL]_[N]_Card_Oferta,2026-07-28,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,50.24,4640,3074,52,96.615.385,Conversas por mensagem iniciadas,5,10.048,2026-07-28,2026-07-28
[JUL]_[N]_Vídeo_Ranger [individual],2026-07-28,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,7.96,492,463,5,1.592,Conversas por mensagem iniciadas,1,7.96,2026-07-28,2026-07-28
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-28,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,11.77,769,699,11,01.07,Conversas por mensagem iniciadas,1,11.77,2026-07-28,2026-07-28
[JUL]_[N]_Vídeo_Ranger/Territory [individual],2026-07-28,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,15.31,401,335,9,170.111.111,Conversas por mensagem iniciadas,3,510.333.333,2026-07-28,2026-07-28
[JUL]_[N]_Vídeo_Ranger [individual],2026-07-27,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,6.89,412,387,3,229.666.667,,,,2026-07-27,2026-07-27
[JUL]_[N]_Vídeo_Ranger/Territory [individual],2026-07-27,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,14.67,480,390,6,2.445,Conversas por mensagem iniciadas,1,14.67,2026-07-27,2026-07-27
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-27,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,12.84,752,702,6,2.14,Conversas por mensagem iniciadas,2,6.42,2026-07-27,2026-07-27
[JUL]_[N]_Vt_Condição,2026-07-27,recently_completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,7.79,262,243,3,259.666.667,,,,2026-07-27,2026-07-27
[JUL]_[N]_Card_Oferta,2026-07-27,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,47.5,4520,3197,37,128.378.378,Conversas por mensagem iniciadas,2,23.75,2026-07-27,2026-07-27
[JUN]_[SN]_Carrossel_Oferta,2026-07-27,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,37.47,4064,2607,62,60.435.484,Conversas por mensagem iniciadas,2,18.735,2026-07-27,2026-07-27
[JUL]_[N]_Vídeo_Ranger [individual],2026-07-26,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,7.95,550,508,3,2.65,,,,2026-07-26,2026-07-26
[JUL]_[N]_Vídeo_Ranger/Territory [individual],2026-07-26,inactive,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,15.38,505,425,10,1.538,,,,2026-07-26,2026-07-26
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-26,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,12.11,737,696,4,3.0275,,,,2026-07-26,2026-07-26
[JUL]_[N]_Vt_Condição,2026-07-26,recently_completed,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,7.9,350,321,4,1.975,,,,2026-07-26,2026-07-26
[JUL]_[N]_Card_Oferta,2026-07-26,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,58,5787,3742,65,89.230.769,Conversas por mensagem iniciadas,5,11.6,2026-07-26,2026-07-26
[JUN]_[SN]_Carrossel_Oferta,2026-07-26,active,campaign,AUTOPLUS [FORD] RIO DO SUL,915043748942329,37.98,3864,2555,71,53.492.958,Conversas por mensagem iniciadas,5,7.596,2026-07-26,2026-07-26
