Nome da campanha,Dia,Status de veiculação,Nível de veiculação,Nome da conta,Identificação da conta,Valor gasto (BRL),Impressões,Alcance,Cliques no link,CPC (custo por clique no link),Tipo de resultado,Resultados,Custo por resultado,Início dos relatórios,Encerramento dos relatórios,Resultados (iniciais)
[AGO]_[N]_Card_Oferta [Prorrogada],2026-08-27,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,27.39,2742,1837,19,144.157.895,,,,2026-08-27,2026-08-27,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-27,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,5.99,1092,925,3,199.666.667,,,,2026-08-27,2026-08-27,
[JUN]_[SN]_Carrossel_Oferta,2026-08-27,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,9.55,668,473,11,86.818.182,,,,2026-08-27,2026-08-27,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-27,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,10.27,384,323,2,5.135,Conversas por mensagem iniciadas,1,10.27,2026-08-27,2026-08-27,
[AGO]_[N]_Card_Oferta [Prorrogada],2026-08-26,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,125.78,10666,4767,62,202.870.968,Conversas por mensagem iniciadas,3,4.192.666.667,2026-08-26,2026-08-26,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-26,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,24.71,3770,2555,14,1.765,Conversas por mensagem iniciadas,1,24.71,2026-08-26,2026-08-26,
[JUN]_[SN]_Carrossel_Oferta,2026-08-26,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,35.53,3985,2417,37,96.027.027,Conversas por mensagem iniciadas,2,17.765,2026-08-26,2026-08-26,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-26,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,26.96,1480,1121,2,13.48,,,,2026-08-26,2026-08-26,
[AGO]_[N]_Card_Oferta [Prorrogada],2026-08-25,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,35.36,2889,1648,19,186.105.263,Conversas por mensagem iniciadas,1,35.36,2026-08-25,2026-08-25,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-25,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,22.84,2217,1512,11,207.636.364,,,,2026-08-25,2026-08-25,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-25,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,16.65,2615,2105,7,237.857.143,Conversas por mensagem iniciadas,1,16.65,2026-08-25,2026-08-25,
[JUN]_[SN]_Carrossel_Oferta,2026-08-25,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,46.64,4770,2870,42,111.047.619,Conversas por mensagem iniciadas,3,1.554.666.667,2026-08-25,2026-08-25,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-25,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,20.78,1402,1011,2,10.39,Conversas por mensagem iniciadas,2,10.39,2026-08-25,2026-08-25,
[JUN]_[SN]_Carrossel_Oferta,2026-08-24,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,42.51,4144,2519,31,137.129.032,Conversas por mensagem iniciadas,1,42.51,2026-08-24,2026-08-24,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-24,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,17.14,977,764,,,Conversas por mensagem iniciadas,1,17.14,2026-08-24,2026-08-24,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-24,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,27.99,3058,1828,18,1.555,Conversas por mensagem iniciadas,1,27.99,2026-08-24,2026-08-24,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-24,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,6.43,1175,1081,5,1.286,,,,2026-08-24,2026-08-24,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-23,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,19.59,2289,1392,14,139.928.571,Conversas por mensagem iniciadas,1,19.59,2026-08-23,2026-08-23,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-23,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,5.63,1129,1018,1,5.63,,,,2026-08-23,2026-08-23,
[JUN]_[SN]_Carrossel_Oferta,2026-08-23,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,28.7,3318,1967,33,86.969.697,Conversas por mensagem iniciadas,1,28.7,2026-08-23,2026-08-23,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-23,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,10.02,547,408,4,2.505,Conversas por mensagem iniciadas,2,05.01,2026-08-23,2026-08-23,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-22,recently_completed,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,48.61,2847,1756,17,285.941.176,Conversas por mensagem iniciadas,1,48.61,2026-08-22,2026-08-22,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-22,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,12,1174,854,9,133.333.333,,,,2026-08-22,2026-08-22,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-22,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,3.5,627,580,3,116.666.667,,,,2026-08-22,2026-08-22,
[JUN]_[SN]_Carrossel_Oferta,2026-08-22,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,23.66,2475,1567,16,147.875,,,,2026-08-22,2026-08-22,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-22,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,7.46,515,425,1,7.46,,,,2026-08-22,2026-08-22,
[JUN]_[SN]_Carrossel_Oferta,2026-08-21,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,28.15,2082,1347,12,234.583.333,Conversas por mensagem iniciadas,1,28.15,2026-08-21,2026-08-21,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-21,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,8.37,558,455,1,8.37,,,,2026-08-21,2026-08-21,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-21,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,3.92,630,580,4,0.98,Conversas por mensagem iniciadas,1,3.92,2026-08-21,2026-08-21,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-21,recently_completed,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,74.75,4013,2056,29,257.758.621,Conversas por mensagem iniciadas,2,37.375,2026-08-21,2026-08-21,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-21,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,14.18,1308,873,5,2.836,,,,2026-08-21,2026-08-21,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-20,recently_completed,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,76.81,4652,2387,27,284.481.481,Conversas por mensagem iniciadas,2,38.405,2026-08-20,2026-08-20,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-20,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,20.52,1621,1083,8,2.565,,,,2026-08-20,2026-08-20,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-20,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,7.2,927,837,2,3.6,,,,2026-08-20,2026-08-20,
[JUN]_[SN]_Carrossel_Oferta,2026-08-20,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,34.21,2900,1825,28,122.178.571,Conversas por mensagem iniciadas,1,34.21,2026-08-20,2026-08-20,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-20,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,10.02,516,411,,,,,,2026-08-20,2026-08-20,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-19,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,12.87,652,520,1,12.87,,,,2026-08-19,2026-08-19,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-19,recently_completed,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,103.76,4500,2549,25,4.1504,Conversas por mensagem iniciadas,2,51.88,2026-08-19,2026-08-19,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-19,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,24.33,2488,1591,11,221.181.818,Conversas por mensagem iniciadas,1,24.33,2026-08-19,2026-08-19,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-19,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,6.27,1068,971,3,02.09,,,,2026-08-19,2026-08-19,
[JUN]_[SN]_Carrossel_Oferta,2026-08-19,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,36.17,3132,1899,28,129.178.571,Conversas por mensagem iniciadas,1,36.17,2026-08-19,2026-08-19,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-18,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,0,0,0,,,Conversas por mensagem iniciadas,1,0,2026-08-18,2026-08-18,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-18,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,17.08,681,531,3,569.333.333,Conversas por mensagem iniciadas,2,8.54,2026-08-18,2026-08-18,
[JUN]_[SN]_Carrossel_Oferta,2026-08-18,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,44.89,3551,2166,34,132.029.412,Conversas por mensagem iniciadas,1,44.89,2026-08-18,2026-08-18,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-18,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,30.37,2901,1842,22,138.045.455,,,,2026-08-18,2026-08-18,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-18,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,8.78,1427,1277,9,97.555.556,Conversas por mensagem iniciadas,1,8.78,2026-08-18,2026-08-18,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-18,recently_completed,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,158.14,6756,3530,24,658.916.667,Conversas por mensagem iniciadas,3,5.271.333.333,2026-08-18,2026-08-18,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-17,recently_completed,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,85.44,4388,2538,18,474.666.667,,,,2026-08-17,2026-08-17,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-17,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,20.84,1514,906,10,2.084,Conversas por mensagem iniciadas,1,20.84,2026-08-17,2026-08-17,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-17,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,9.28,1172,977,6,154.666.667,Conversas por mensagem iniciadas,1,9.28,2026-08-17,2026-08-17,
[JUN]_[SN]_Carrossel_Oferta,2026-08-17,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,35.07,2880,1784,26,134.884.615,Conversas por mensagem iniciadas,2,17.535,2026-08-17,2026-08-17,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-17,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,12.79,517,398,1,12.79,,,,2026-08-17,2026-08-17,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-16,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,0,0,0,,,Conversas por mensagem iniciadas,2,0,2026-08-16,2026-08-16,
[JUN]_[SN]_Carrossel_Oferta,2026-08-16,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,21.67,2248,1412,33,65.666.667,Conversas por mensagem iniciadas,2,10.835,2026-08-16,2026-08-16,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-16,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,8.34,544,424,1,8.34,Conversas por mensagem iniciadas,1,8.34,2026-08-16,2026-08-16,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-16,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,13.41,2535,1830,12,1.1175,,,,2026-08-16,2026-08-16,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-16,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,17.74,2042,1212,12,147.833.333,,,,2026-08-16,2026-08-16,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-15,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,20.97,1974,1218,10,2.097,,,,2026-08-15,2026-08-15,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-15,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,29.45,4579,3069,21,140.238.095,,,,2026-08-15,2026-08-15,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-15,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,62.43,8182,4833,50,1.2486,Conversas por mensagem iniciadas,4,156.075,2026-08-15,2026-08-15,
[JUN]_[SN]_Carrossel_Oferta,2026-08-15,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,26.3,2601,1621,31,8.483.871,Conversas por mensagem iniciadas,4,6.575,2026-08-15,2026-08-15,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-15,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,7.83,439,337,1,7.83,Conversas por mensagem iniciadas,1,7.83,2026-08-15,2026-08-15,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-14,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,17.06,1712,1024,8,2.1325,,,,2026-08-14,2026-08-14,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-14,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,22.39,2962,1974,12,186.583.333,Conversas por mensagem iniciadas,2,11.195,2026-08-14,2026-08-14,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-14,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,44.25,4909,2968,40,110.625,Conversas por mensagem iniciadas,5,8.85,2026-08-14,2026-08-14,
[JUN]_[SN]_Carrossel_Oferta,2026-08-14,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,25.59,2330,1358,14,182.785.714,Conversas por mensagem iniciadas,1,25.59,2026-08-14,2026-08-14,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-14,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,07.05,495,418,2,3.525,,,,2026-08-14,2026-08-14,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-13,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,19.72,1358,773,13,151.692.308,Conversas por mensagem iniciadas,1,19.72,2026-08-13,2026-08-13,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-13,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,14.31,2031,1380,9,1.59,,,,2026-08-13,2026-08-13,
[AGO]_[N]_Card_Oferta Especiais,2026-08-13,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,0,0,0,,,Conversas por mensagem iniciadas,1,0,2026-08-13,2026-08-13,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-13,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,52.31,5240,2944,33,158.515.152,,,,2026-08-13,2026-08-13,
[JUN]_[SN]_Carrossel_Oferta,2026-08-13,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,23.28,1984,1112,26,89.538.462,Conversas por mensagem iniciadas,1,23.28,2026-08-13,2026-08-13,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-13,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,7.49,573,455,1,7.49,,,,2026-08-13,2026-08-13,
[JUN]_[SN]_Carrossel_Oferta,2026-08-12,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,38.07,2798,1973,32,11.896.875,Conversas por mensagem iniciadas,2,19.035,2026-08-12,2026-08-12,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-12,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,13.74,638,517,1,13.74,,,,2026-08-12,2026-08-12,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-12,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,7.8,467,295,4,1.95,,,,2026-08-12,2026-08-12,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-12,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,66.28,6197,4441,33,200.848.485,Conversas por mensagem iniciadas,3,2.209.333.333,2026-08-12,2026-08-12,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-12,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,24.05,3271,2261,18,133.611.111,Conversas por mensagem iniciadas,1,24.05,2026-08-12,2026-08-12,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-11,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,13.69,1354,987,4,3.4225,Conversas por mensagem iniciadas,1,13.69,2026-08-11,2026-08-11,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-11,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,89.38,9193,5982,60,148.966.667,Conversas por mensagem iniciadas,4,22.345,2026-08-11,2026-08-11,
[JUN]_[SN]_Carrossel_Oferta,2026-08-11,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,47.09,2958,1919,30,156.966.667,Conversas por mensagem iniciadas,1,47.09,2026-08-11,2026-08-11,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-11,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,18.03,532,428,3,06.01,Conversas por mensagem iniciadas,2,9.015,2026-08-11,2026-08-11,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-10,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,0.82,9,7,,,,,,2026-08-10,2026-08-10,
[AGO]_[N]_Card_Oferta Especiais,2026-08-10,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,45.24,3711,2576,20,2.262,Conversas por mensagem iniciadas,1,45.24,2026-08-10,2026-08-10,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-10,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,50.08,2436,1742,13,385.230.769,Conversas por mensagem iniciadas,3,1.669.333.333,2026-08-10,2026-08-10,
[JUN]_[SN]_Carrossel_Oferta,2026-08-10,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,31.97,805,569,13,245.923.077,,,,2026-08-10,2026-08-10,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-10,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,12.23,336,286,1,12.23,Conversas por mensagem iniciadas,1,12.23,2026-08-10,2026-08-10,
[JUN]_[SN]_Carrossel_Oferta,2026-08-09,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,30.62,2342,1608,30,102.066.667,Conversas por mensagem iniciadas,3,1.020.666.667,2026-08-09,2026-08-09,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-09,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,10.53,335,277,,,Conversas por mensagem iniciadas,1,10.53,2026-08-09,2026-08-09,
[AGO]_[N]_Card_Oferta Especiais,2026-08-09,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,33.59,3617,2615,19,176.789.474,Conversas por mensagem iniciadas,1,33.59,2026-08-09,2026-08-09,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-09,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,50.89,4055,2889,33,154.212.121,Conversas por mensagem iniciadas,3,1.696.333.333,2026-08-09,2026-08-09,
[AGO]_[N]_Card_Oferta Especiais,2026-08-08,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,43.4,3746,2626,26,166.923.077,,,,2026-08-08,2026-08-08,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-08,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,61.11,5079,3494,22,277.772.727,Conversas por mensagem iniciadas,5,12.222,2026-08-08,2026-08-08,
[JUN]_[SN]_Carrossel_Oferta,2026-08-08,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,30.16,2188,1402,41,73.560.976,Conversas por mensagem iniciadas,3,1.005.333.333,2026-08-08,2026-08-08,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-08,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,9.35,472,386,5,1.87,,,,2026-08-08,2026-08-08,
[AGO]_[N]_Card_Oferta Especiais,2026-08-07,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,33.76,2365,1608,12,281.333.333,Conversas por mensagem iniciadas,1,33.76,2026-08-07,2026-08-07,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-07,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,53.01,3154,2190,18,2.945,,,,2026-08-07,2026-08-07,
[JUN]_[SN]_Carrossel_Oferta,2026-08-07,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,34.39,2084,1380,29,118.586.207,Conversas por mensagem iniciadas,2,17.195,2026-08-07,2026-08-07,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-07,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,8.71,397,295,1,8.71,Conversas por mensagem iniciadas,1,8.71,2026-08-07,2026-08-07,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-06,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,7.91,408,337,1,7.91,,,,2026-08-06,2026-08-06,
[JUN]_[SN]_Carrossel_Oferta,2026-08-06,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,38.61,2397,1643,23,167.869.565,Conversas por mensagem iniciadas,2,19.305,2026-08-06,2026-08-06,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-06,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,45.98,3376,2275,18,255.444.444,Conversas por mensagem iniciadas,1,45.98,2026-08-06,2026-08-06,
[AGO]_[N]_Card_Oferta Especiais,2026-08-06,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,33.68,2109,1324,12,280.666.667,Conversas por mensagem iniciadas,1,33.68,2026-08-06,2026-08-06,
[AGO]_[N]_Card_Oferta Especiais,2026-08-05,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,31.41,1920,1180,14,224.357.143,Conversas por mensagem iniciadas,2,15.705,2026-08-05,2026-08-05,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-05,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,65.35,4821,3020,29,225.344.828,Conversas por mensagem iniciadas,3,2.178.333.333,2026-08-05,2026-08-05,
[JUN]_[SN]_Carrossel_Oferta,2026-08-05,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,55.91,3820,2547,40,139.775,Conversas por mensagem iniciadas,2,27.955,2026-08-05,2026-08-05,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-05,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,11.88,479,377,1,11.88,Conversas por mensagem iniciadas,1,11.88,2026-08-05,2026-08-05,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-04,inactive,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,49.46,4059,2741,18,274.777.778,Conversas por mensagem iniciadas,1,49.46,2026-08-04,2026-08-04,
[JUL]_[N]_Card_Oferta,2026-08-04,completed,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,0,0,0,,,Conversas por mensagem iniciadas,1,0,2026-08-04,2026-08-04,
[JUN]_[SN]_Carrossel_Oferta,2026-08-04,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,52.74,4207,2802,55,95.890.909,Conversas por mensagem iniciadas,4,13.185,2026-08-04,2026-08-04,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-04,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,21.66,805,651,4,5.415,Conversas por mensagem iniciadas,2,10.83,2026-08-04,2026-08-04,
[JUN]_[SN]_Carrossel_Oferta,2026-08-03,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,70.67,4939,3152,62,113.983.871,Conversas por mensagem iniciadas,1,70.67,2026-08-03,2026-08-03,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-03,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,39.72,2515,2033,5,7.944,Conversas por mensagem iniciadas,2,19.86,2026-08-03,2026-08-03,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-02,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,27.2,2023,1642,5,5.44,Conversas por mensagem iniciadas,1,27.2,2026-08-02,2026-08-02,
[JUN]_[SN]_Carrossel_Oferta,2026-08-02,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,55.29,5496,3621,62,89.177.419,Conversas por mensagem iniciadas,3,18.43,2026-08-02,2026-08-02,
[JUN]_[SN]_Carrossel_Oferta,2026-08-01,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,37.21,3106,2022,42,88.595.238,Conversas por mensagem iniciadas,4,9.3025,2026-08-01,2026-08-01,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-01,active,campaign,AutoShow Campos Novos [Chevrolet],1141449996287746,18.54,786,630,3,6.18,Conversas por mensagem iniciadas,1,18.54,2026-08-01,2026-08-01,
[AGO]_[N]_Card_Oferta [Prorrogada],2026-08-27,active,campaign,AutoShow Concórdia [Chevrolet],3293033177418228,21.46,1740,1474,5,4.292,,,,2026-08-27,2026-08-27,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-27,active,campaign,AutoShow Concórdia [Chevrolet],3293033177418228,02.01,245,235,4,5.025,,,,2026-08-27,2026-08-27,
[JUL]_[SN]_Carrossel_Oferta,2026-08-27,active,campaign,AutoShow Concórdia [Chevrolet],3293033177418228,04.06,359,241,2,02.03,,,,2026-08-27,2026-08-27,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-27,active,campaign,AutoShow Concórdia [Chevrolet],3293033177418228,2.44,87,78,1,2.44,Conversas por mensagem iniciadas,1,2.44,2026-08-27,2026-08-27,
[AGO]_[N]_Card_Oferta [Prorrogada],2026-08-26,active,campaign,AutoShow Concórdia [Chevrolet],3293033177418228,125.15,10009,6623,79,158.417.722,Conversas por mensagem iniciadas,6,2.085.833.333,2026-08-26,2026-08-26,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-26,inactive,campaign,AutoShow Concórdia [Chevrolet],3293033177418228,0,0,0,,,Conversas por mensagem iniciadas,1,0,2026-08-26,2026-08-26,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-26,active,campaign,AutoShow Concórdia [Chevrolet],3293033177418228,10.61,1435,1353,5,2.122,,,,2026-08-26,2026-08-26,
[JUL]_[SN]_Carrossel_Oferta,2026-08-26,active,campaign,AutoShow Concórdia [Chevrolet],3293033177418228,35.65,2618,1643,41,8.695.122,Conversas por mensagem iniciadas,7,509.285.714,2026-08-26,2026-08-26,
